weight,head,Gender,Marital,schooling,Last_certificate,Population_sector,Age_group,Employed,Hourly_wage,branch,Monthly_hours
265,1,Female,Single,13,Matriculation,Non-orthodox Jews,18-24,1,62.05619812,I,30.3099996
479,1,Female,Single,13,Matriculation,Non-orthodox Jews,25-29,1,36.76605988,G,32.79999984
336,1,Male,Married,17,Up to secondary,Non-orthodox Jews,60-64,1,53.23936462,M,216.4999968
336,0,Female,Married,15,Up to secondary,Non-orthodox Jews,60-64,0,NA,L,NA
405,1,Male,Married,18,MA+,Non-orthodox Jews,35-44,1,57.10776138,G,281.4500009
405,0,Female,Married,17,MA+,Non-orthodox Jews,35-44,1,200.8378296,B,181.8599975
393,0,Female,Married,18,Up to secondary,Non-orthodox Jews,45-54,1,94.64983368,L,173.1999833
393,1,Male,Married,14,Up to secondary,Non-orthodox Jews,45-54,1,99.91745758,M,216.5000129
280,1,Female,Married,15,BA,Non-orthodox Jews,35-44,1,75.53993225,K,181.860004
280,0,Male,Married,15,BA,Non-orthodox Jews,35-44,1,410.6611328,J,34.63999791
490,0,Female,Married,16,BA,Non-orthodox Jews,35-44,1,47.59830093,P,173.1999931
490,1,Male,Married,17,MA+,Non-orthodox Jews,35-44,1,155.8790588,F,216.5000012
264,0,Female,Single,15,Matriculation,Arabs,18-24,1,27.76519012,M,77.93999572
264,1,Female,Single,19,Post-secondary not academic,Arabs,25-29,1,39.53437042,P,155.8800127
264,0,Female,Single,13,Matriculation,Arabs,18-24,1,27.09096909,M,25.92000067
544,0,Female,Married,19,MA+,Non-orthodox Jews,35-44,1,158.9712372,K,173.1999759
544,1,Male,Married,16,BA,Non-orthodox Jews,35-44,1,115.3780746,J,194.8499843
187,1,Female,Married,7,Up to secondary,Non-orthodox Jews,65+,1,28.65709114,Q,103.9199919
187,0,Male,Married,10,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
221,0,Female,Single,14,Post-secondary not academic,Non-orthodox Jews,25-29,1,126.5591125,J,77.94000276
221,1,Male,Divorced,18,MA+,Non-orthodox Jews,35-44,1,136.7815704,J,216.4999926
243,1,Male,Married,20,MA+,Non-orthodox Jews,55-59,1,177.5870972,J,216.499994
243,0,Female,Married,27,MA+,Non-orthodox Jews,55-59,1,367.5397644,P,12.9900007
141,1,Female,Single,15,Post-secondary not academic,Non-orthodox Jews,60-64,0,NA,S,NA
141,0,Male,Single,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
105,1,Female,Married,16,Post-secondary not academic,Non-orthodox Jews,65+,1,33.18313217,Q,80.0000092
105,0,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,65+,1,59.03701782,N,59.99999793
155,0,Female,Married,15,BA,Non-orthodox Jews,65+,1,67.61367035,P,173.199997
155,1,Male,Married,15,BA,Non-orthodox Jews,65+,1,115.5073395,M,194.8499863
105,1,Female,Married,13,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,Q,NA
105,0,Male,Married,23,MA+,Non-orthodox Jews,65+,0,NA,G,NA
89,0,Male,Married,16,BA,Non-orthodox Jews,65+,0,NA,NA,NA
89,1,Female,Married,15,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
228,1,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,23.63453674,N,216.50001
228,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
228,0,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,0,NA,NA,NA
228,0,Male,Married,12,Post-secondary not academic,Non-orthodox Jews,55-59,0,NA,NA,NA
228,0,Female,Married,12,Matriculation,Non-orthodox Jews,55-59,1,53.34329224,Q,64.94999809
211,1,Male,Married,15,BA,Non-orthodox Jews,35-44,1,110.8843231,X,173.1999937
211,0,Female,Married,17,BA,Non-orthodox Jews,35-44,1,49.64385223,P,129.8999985
371,0,Female,Single,12,Matriculation,Non-orthodox Jews,25-29,1,46.0633316,G,194.8500058
371,1,Male,Divorced,12,Matriculation,Non-orthodox Jews,30-34,1,39.08454895,H,259.7999801
123,1,Male,Married,12,Post-secondary not academic,Non-orthodox Jews,35-44,1,55.16121292,J,216.4999953
123,0,Female,Married,15,BA,Non-orthodox Jews,35-44,0,NA,B,NA
290,0,Female,Married,17,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
290,1,Male,Married,12,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
164,0,Male,Single,15,Matriculation,Non-orthodox Jews,18-24,1,29.66531944,G,77.94000798
164,0,Female,Married,17,MA+,Non-orthodox Jews,45-54,1,82.73571014,P,138.5600043
164,1,Male,Married,15,BA,Non-orthodox Jews,60-64,1,47.31974792,H,194.8499804
142,1,Female,Married,13,Matriculation,Non-orthodox Jews,60-64,0,NA,NA,NA
142,0,Male,Married,8,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
197,1,Female,Single,16,BA,Non-orthodox Jews,45-54,1,61.4039917,R,194.8499776
451,0,Male,Married,12,Matriculation,Non-orthodox Jews,30-34,1,28.56660652,L,194.8499946
451,1,Female,Married,15,BA,Non-orthodox Jews,25-29,1,67.92906952,X,194.8499756
284,0,Male,Single,14,Up to secondary,Non-orthodox Jews,25-29,1,1.180796266,B,173.1999894
284,1,Male,Single,18,BA,Non-orthodox Jews,25-29,1,65.38392639,Q,259.800001
284,0,Male,Married,8,Up to secondary,Non-orthodox Jews,45-54,0,NA,F,NA
284,0,Female,Married,8,Up to secondary,Non-orthodox Jews,45-54,1,43.4057312,S,155.8800016
284,0,Female,Single,12,Up to secondary,Non-orthodox Jews,15-17,1,57.85707092,F,12.99000006
341,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
341,0,Female,Married,10,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
341,1,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
158,0,Male,Married,15,BA,Non-orthodox Jews,65+,0,NA,NA,NA
158,1,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,17.74102592,I,103.9200027
158,0,Female,Married,19,MA+,Non-orthodox Jews,35-44,1,29.4210186,Q,86.6000048
301,0,Female,Married,12,Matriculation,Non-orthodox Jews,30-34,1,46.67343903,X,129.9000033
301,1,Male,Married,12,Matriculation,Non-orthodox Jews,30-34,1,60.74217224,H,259.800001
384,0,Female,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,4.668895245,X,194.84999
384,0,Female,Married,12,Up to secondary,Non-orthodox Jews,45-54,0,NA,NA,NA
384,0,Female,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
384,0,Male,Single,12,Up to secondary,Non-orthodox Jews,25-29,1,40.50770569,H,173.2000107
384,1,Male,Married,12,Up to secondary,Non-orthodox Jews,45-54,1,48.12697601,B,311.7600077
133,0,Female,Married,12,Up to secondary,Non-orthodox Jews,35-44,0,NA,NA,NA
133,1,Male,Married,2,Up to secondary,Non-orthodox Jews,45-54,1,26.23129845,B,233.8199867
261,0,Female,Single,16,Post-secondary not academic,Non-orthodox Jews,25-29,1,38.88677597,X,194.8500021
261,1,Male,Single,14,Matriculation,Non-orthodox Jews,30-34,1,45.77895737,H,194.8500094
210,1,Male,Married,8,Up to secondary,Arabs,18-24,1,19.24949837,B,259.7999924
210,0,Female,Married,12,Up to secondary,Arabs,18-24,0,NA,NA,NA
168,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,7.881668568,O,207.8399977
168,0,Male,Married,12,Matriculation,Non-orthodox Jews,45-54,1,31.90476418,F,207.8400075
168,1,Female,Married,12,Matriculation,Non-orthodox Jews,35-44,1,30.11723518,G,225.1600034
291,1,Male,Married,27,Up to secondary,Ultra-orthodox,30-34,0,NA,S,NA
291,0,Female,Married,12,Up to secondary,Ultra-orthodox,25-29,0,NA,NA,NA
253,0,Male,Married,24,Up to secondary,Ultra-orthodox,25-29,0,NA,NA,NA
253,1,Female,Married,16,BA,Ultra-orthodox,25-29,1,66.11683655,P,129.8999865
419,1,Female,Married,22,BA,Non-orthodox Jews,65+,1,61.30833435,Q,69.27999208
419,0,Male,Married,22,MA+,Non-orthodox Jews,60-64,0,NA,NA,NA
254,0,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
254,0,Female,Married,12,Matriculation,Non-orthodox Jews,60-64,0,NA,NA,NA
254,1,Female,Single,18,MA+,Non-orthodox Jews,25-29,1,50.44268417,P,129.8999848
335,0,Female,Married,18,MA+,Non-orthodox Jews,25-29,0,NA,NA,NA
335,1,Male,Married,16,BA,Non-orthodox Jews,35-44,1,74.14110565,B,238.1499841
326,0,Male,Married,16,BA,Non-orthodox Jews,65+,1,176.9061432,L,51.95999869
326,1,Female,Married,16,BA,Non-orthodox Jews,60-64,1,77.79875946,J,173.2000122
326,0,Male,Single,15,Matriculation,Non-orthodox Jews,25-29,0,NA,NA,NA
326,0,Male,Single,13,Matriculation,Non-orthodox Jews,25-29,0,NA,NA,NA
157,1,Female,Widowed,16,MA+,Non-orthodox Jews,60-64,1,100.2084045,M,181.8599995
435,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,5.419253826,O,207.8399647
435,0,Female,Married,22,MA+,Non-orthodox Jews,55-59,1,117.633667,P,155.8800027
435,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
435,1,Male,Married,21,BA,Non-orthodox Jews,55-59,0,NA,M,NA
126,0,Male,Married,9,Up to secondary,Non-orthodox Jews,35-44,0,NA,NA,NA
126,1,Female,Married,12,Up to secondary,Non-orthodox Jews,35-44,1,47.77474213,S,64.94999449
275,0,Female,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,34.43504333,I,64.94999546
275,0,Male,Married,18,MA+,Non-orthodox Jews,45-54,0,NA,M,NA
275,1,Female,Married,17,MA+,Non-orthodox Jews,45-54,0,NA,M,NA
316,1,Male,Married,6,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
316,0,Female,Married,6,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
333,0,Female,Married,16,Matriculation,Non-orthodox Jews,35-44,0,NA,NA,NA
333,1,Male,Married,12,Up to secondary,Non-orthodox Jews,35-44,0,NA,NA,NA
90,1,Female,Widowed,12,Matriculation,Non-orthodox Jews,65+,1,42.65602112,G,116.9099909
352,0,Female,Married,17,MA+,Non-orthodox Jews,25-29,1,60.50125885,Q,138.5600043
352,1,Male,Married,15,BA,Non-orthodox Jews,30-34,1,59.97178268,J,194.8499854
380,1,Female,Widowed,12,Up to secondary,Non-orthodox Jews,65+,1,39.66593933,Q,242.4800321
494,1,Female,Divorced,14,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
494,0,Male,Divorced,10,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
242,0,Female,Married,17,MA+,Non-orthodox Jews,30-34,1,54.20830536,J,62.90999356
242,1,Male,Married,18,MA+,Non-orthodox Jews,35-44,1,63.3137207,R,181.8600024
160,1,Male,Widowed,11,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
160,0,Female,Widowed,12,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
279,0,Female,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
279,1,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
297,0,Female,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
297,1,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,1,157.3231506,G,51.96000206
237,1,Male,Married,14,Matriculation,Non-orthodox Jews,35-44,1,33.78744888,B,259.7999792
237,0,Female,Married,17,MA+,Non-orthodox Jews,45-54,1,50.70443726,M,173.1999858
135,1,Female,Married,13,Up to secondary,Non-orthodox Jews,45-54,1,42.21948624,P,151.5500033
135,0,Male,Married,12,Up to secondary,Non-orthodox Jews,45-54,0,NA,NA,NA
281,1,Male,Married,18,BA,Non-orthodox Jews,35-44,1,59.37604523,K,355.0599667
281,0,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,35-44,0,NA,NA,NA
190,0,Female,Married,12,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
190,1,Male,Married,16,Post-secondary not academic,Non-orthodox Jews,60-64,1,103.1138229,G,194.8499822
220,1,Male,Married,20,MA+,Non-orthodox Jews,65+,0,NA,M,NA
220,0,Female,Married,17,BA,Non-orthodox Jews,60-64,0,NA,NA,NA
243,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
243,1,Male,Married,12,Matriculation,Non-orthodox Jews,45-54,1,61.14213943,B,181.8600015
243,0,Female,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
243,0,Female,Married,12,Matriculation,Non-orthodox Jews,45-54,1,57.45820999,O,181.8600091
143,1,Female,Married,19,Post-secondary not academic,Non-orthodox Jews,35-44,1,118.028717,Q,138.5600046
143,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
143,0,Male,Married,19,Post-secondary not academic,Non-orthodox Jews,45-54,1,132.3984528,Q,103.9200034
296,0,Female,Single,9,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
296,1,Male,Married,17,BA,Non-orthodox Jews,35-44,1,52.40042114,P,181.8600268
296,0,Female,Married,15,BA,Non-orthodox Jews,35-44,1,49.0524826,Q,173.1999931
292,0,Female,Married,17,MA+,Non-orthodox Jews,45-54,0,NA,NA,NA
292,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,30.40404701,G,173.2000005
292,1,Male,Married,15,MA+,Non-orthodox Jews,45-54,0,NA,X,NA
292,0,Male,Single,11,Up to secondary,Non-orthodox Jews,15-17,1,60.31948853,S,17.31999966
292,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,30.97408676,G,173.2000028
312,0,Female,Married,16,Matriculation,Non-orthodox Jews,25-29,1,26.8422718,B,129.8999882
312,1,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,30-34,1,35.11365891,G,207.8400023
134,1,Female,Divorced,10,Up to secondary,Non-orthodox Jews,60-64,1,33.29828262,G,151.5500075
600,0,Female,Married,16,BA,Non-orthodox Jews,35-44,1,61.33014679,S,138.5600022
600,1,Male,Married,17,BA,Non-orthodox Jews,35-44,1,44.52254486,B,194.849976
235,0,Male,Married,12,Matriculation,Non-orthodox Jews,45-54,0,NA,NA,NA
235,1,Female,Married,12,Up to secondary,Non-orthodox Jews,45-54,1,68.96832275,B,194.8499836
208,0,Female,Single,13,Matriculation,Non-orthodox Jews,18-24,1,18.72035599,G,77.27999974
208,0,Female,Single,1,Up to secondary,Non-orthodox Jews,18-24,1,22.25348473,I,59.9399957
208,1,Female,Single,14,Up to secondary,Non-orthodox Jews,18-24,1,35.2583313,I,112.5799965
317,0,Male,Married,19,Matriculation,Non-orthodox Jews,30-34,0,NA,NA,NA
317,1,Female,Married,13,Matriculation,Non-orthodox Jews,35-44,0,NA,NA,NA
271,1,Male,Married,16,BA,Non-orthodox Jews,35-44,1,82.16325378,O,259.7999804
271,0,Female,Married,15,BA,Non-orthodox Jews,35-44,1,94.70799255,G,173.1999949
362,1,Female,Married,19,MA+,Non-orthodox Jews,30-34,1,96.38321686,Q,259.7999963
362,0,Male,Married,18,MA+,Non-orthodox Jews,35-44,1,108.591362,B,216.5000127
342,0,Male,Married,13,Matriculation,Non-orthodox Jews,30-34,1,91.63547516,J,194.8499736
342,1,Female,Married,16,BA,Non-orthodox Jews,30-34,1,58.14868927,P,216.4999863
351,1,Male,Married,18,MA+,Non-orthodox Jews,35-44,1,111.8952637,B,216.5000141
351,0,Female,Married,15,BA,Non-orthodox Jews,35-44,1,88.45903778,P,112.5800031
210,1,Male,Married,12,Up to secondary,Non-orthodox Jews,35-44,0,NA,G,NA
210,0,Female,Married,15,Post-secondary not academic,Non-orthodox Jews,35-44,1,56.22872543,Q,32
284,0,Female,Single,16,BA,Non-orthodox Jews,30-34,0,NA,P,NA
284,1,Female,Single,16,BA,Non-orthodox Jews,25-29,1,49.85133743,M,79.20001281
218,1,Male,Married,17,BA,Non-orthodox Jews,45-54,1,74.2098465,B,259.7999822
218,0,Female,Married,19,BA,Non-orthodox Jews,35-44,1,50.56832123,P,216.5000088
228,0,Female,Married,18,MA+,Non-orthodox Jews,35-44,1,80.4784317,F,68.20000439
228,1,Male,Married,15,Post-secondary not academic,Non-orthodox Jews,35-44,1,70.6965332,M,259.8000228
219,1,Male,Married,20,MA+,Non-orthodox Jews,35-44,1,101.7695007,B,216.5000075
219,0,Female,Married,15,BA,Non-orthodox Jews,35-44,1,64.54354095,E,181.8600048
147,1,Male,Married,15,Post-secondary not academic,Non-orthodox Jews,45-54,1,64.96123505,G,216.5000005
147,0,Female,Married,12,Up to secondary,Non-orthodox Jews,45-54,1,34.16514206,P,108.2500024
386,1,Male,Married,17,MA+,Non-orthodox Jews,45-54,1,170.6768188,G,216.499977
386,0,Female,Married,15,Post-secondary not academic,Non-orthodox Jews,35-44,1,51.5543251,G,194.850002
192,0,Female,Single,0,Up to secondary,Non-orthodox Jews,45-54,0,NA,NA,NA
192,1,Female,Single,10,Up to secondary,Non-orthodox Jews,35-44,1,19.75450897,Q,225.1600027
192,0,Female,Divorced,10,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
441,1,Male,Married,16,BA,Non-orthodox Jews,65+,0,NA,NA,NA
441,0,Female,Married,14,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
338,1,Female,Married,12,Matriculation,Non-orthodox Jews,35-44,1,27.51701355,G,129.8999787
338,0,Male,Married,12,Matriculation,Non-orthodox Jews,35-44,0,NA,NA,NA
394,1,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
394,0,Female,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
478,0,Male,Married,17,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
478,1,Female,Married,20,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
504,0,Female,Married,12,Up to secondary,Non-orthodox Jews,30-34,1,31.74761391,N,121.3799927
504,1,Male,Married,8,Up to secondary,Non-orthodox Jews,35-44,1,27.73237991,R,225.1599822
192,1,Male,Married,14,BA,Non-orthodox Jews,35-44,1,113.9032059,M,259.7999986
192,0,Female,Married,17,MA+,Non-orthodox Jews,35-44,1,79.11598969,B,238.1499964
150,0,Female,Single,10,Up to secondary,Non-orthodox Jews,15-17,1,29.97186279,R,4.000000001
150,0,Female,Married,22,MA+,Non-orthodox Jews,45-54,1,93.40376282,O,194.8499734
150,1,Male,Married,22,MA+,Non-orthodox Jews,45-54,1,136.6931458,P,216.5000025
150,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,5.496163845,O,194.8499936
212,0,Female,Married,15,BA,Non-orthodox Jews,45-54,1,70.64279938,O,181.8600016
212,1,Male,Married,14,Matriculation,Non-orthodox Jews,45-54,1,80.30964661,J,181.8600118
223,0,Male,Married,22,MA+,Non-orthodox Jews,45-54,1,118.5615692,P,151.5500004
223,1,Female,Married,22,MA+,Non-orthodox Jews,45-54,1,97.63463593,P,151.5500122
223,0,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,0,NA,NA,NA
219,1,Male,Married,15,Matriculation,Non-orthodox Jews,35-44,1,98.89710236,O,238.1499881
219,0,Female,Married,18,MA+,Non-orthodox Jews,35-44,1,54.58419037,O,173.2000119
219,0,Female,Married,15,BA,Non-orthodox Jews,35-44,1,87.64389801,G,194.8500061
219,1,Male,Married,18,MA+,Non-orthodox Jews,35-44,1,109.5561752,B,259.7999913
327,1,Male,Married,16,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
327,0,Female,Married,16,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
289,0,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,30-34,0,NA,NA,NA
289,1,Male,Married,15,BA,Non-orthodox Jews,35-44,1,164.6041412,G,216.5000256
359,0,Male,Married,16,BA,Non-orthodox Jews,30-34,1,42.21653366,M,194.8500004
359,1,Female,Married,17,BA,Non-orthodox Jews,25-29,1,45.16884995,S,194.8499995
605,1,Male,Single,16,BA,Non-orthodox Jews,35-44,1,59.43405914,G,194.849986
640,1,Male,Single,13,BA,Non-orthodox Jews,25-29,0,NA,NA,NA
237,0,Female,Single,13,BA,Non-orthodox Jews,18-24,0,NA,NA,NA
237,1,Female,Widowed,10,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
237,0,Female,Single,14,Matriculation,Non-orthodox Jews,25-29,0,NA,NA,NA
165,1,Female,Divorced,12,Matriculation,Non-orthodox Jews,60-64,1,86.91486359,Q,38.97000317
165,0,Male,Single,16,BA,Non-orthodox Jews,30-34,0,NA,NA,NA
245,1,Female,Married,15,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
245,0,Male,Married,15,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
278,1,Male,Married,15,BA,Non-orthodox Jews,65+,0,NA,NA,NA
278,0,Female,Married,13,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
388,0,Male,Single,15,BA,Non-orthodox Jews,35-44,1,174.9672394,X,173.2000017
388,1,Female,Single,20,MA+,Non-orthodox Jews,30-34,1,51.12001038,J,194.8499878
164,1,Female,Single,12,Matriculation,Non-orthodox Jews,45-54,1,40.90324783,N,173.1999846
267,0,Female,Married,15,BA,Non-orthodox Jews,30-34,0,NA,NA,NA
267,1,Male,Married,12,Matriculation,Non-orthodox Jews,35-44,0,NA,M,NA
664,1,Male,Single,19,BA,Non-orthodox Jews,30-34,1,319.7838135,Q,24.00000153
363,1,Male,Divorced,16,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
192,1,Female,Single,15,BA,Non-orthodox Jews,25-29,1,26.65579605,Q,199.1800113
192,0,Female,Divorced,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
323,0,Female,Married,12,Matriculation,Non-orthodox Jews,25-29,1,40.14125443,H,173.1999895
323,1,Male,Married,12,Matriculation,Non-orthodox Jews,30-34,1,75.34294128,H,216.4999907
441,1,Male,Single,12,Up to secondary,Non-orthodox Jews,45-54,0,NA,G,NA
464,1,Female,Widowed,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
202,1,Female,Widowed,12,Matriculation,Non-orthodox Jews,60-64,1,87.89079285,K,173.1999914
240,0,Female,Married,10,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
240,1,Male,Married,11,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
354,1,Male,Widowed,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
240,1,Male,Married,16,BA,Non-orthodox Jews,30-34,1,55.51486969,M,194.8499984
240,0,Female,Married,16,Matriculation,Non-orthodox Jews,30-34,1,37.1398201,O,103.919999
238,1,Male,Married,10,Up to secondary,Non-orthodox Jews,55-59,1,43.6199379,B,181.8599948
238,0,Female,Married,13,Up to secondary,Non-orthodox Jews,45-54,1,37.21572113,Q,177.5299937
979,1,Female,Single,19,BA,Non-orthodox Jews,35-44,1,19.47635078,N,207.840005
699,0,Female,Divorced,17,BA,Non-orthodox Jews,55-59,1,40.87739563,Q,194.8499859
699,1,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,2.302220583,O,138.7200154
699,0,Female,Single,12,Matriculation,Non-orthodox Jews,25-29,1,27.06718445,G,129.899985
335,0,Male,Married,10,Up to secondary,Non-orthodox Jews,45-54,1,29.9817524,N,216.5000137
335,0,Female,Married,11,Post-secondary not academic,Non-orthodox Jews,45-54,1,26.57547569,N,216.4999942
335,1,Male,Single,9,Up to secondary,Non-orthodox Jews,25-29,1,30.18716431,G,303.100032
351,1,Female,Divorced,5,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
229,1,Female,Divorced,12,Matriculation,Non-orthodox Jews,35-44,0,NA,NA,NA
136,0,Female,Single,12,Up to secondary,Non-orthodox Jews,15-17,1,20.41284561,G,64.94999445
136,1,Female,Divorced,15,MA+,Non-orthodox Jews,45-54,1,172.3249969,G,64.80000209
254,0,Female,Married,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
254,1,Female,Single,15,BA,Non-orthodox Jews,45-54,1,34.27288055,P,142.8899873
254,0,Male,Married,11,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
397,1,Female,Single,15,BA,Non-orthodox Jews,25-29,1,39.00117493,K,173.199998
397,0,Female,Single,13,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
443,0,Male,Single,12,Matriculation,Non-orthodox Jews,55-59,0,NA,NA,NA
443,1,Female,Widowed,16,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
778,0,Male,Single,22,MA+,Non-orthodox Jews,35-44,1,41.40930176,X,173.1999823
778,1,Male,Single,15,BA,Non-orthodox Jews,35-44,1,74.30937958,X,194.8499737
778,0,Female,Single,14,Up to secondary,Non-orthodox Jews,25-29,1,33.69567108,X,194.8500016
462,1,Male,Single,15,Up to secondary,Non-orthodox Jews,25-29,0,NA,J,NA
462,0,Female,Single,17,MA+,Non-orthodox Jews,30-34,1,131.377182,K,199.1799845
217,1,Male,Married,17,BA,Non-orthodox Jews,35-44,1,169.9777679,X,194.8499994
217,0,Female,Married,16,BA,Non-orthodox Jews,35-44,0,NA,NA,NA
128,1,Male,Married,16,BA,Non-orthodox Jews,65+,0,NA,N,NA
128,0,Female,Married,12,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
242,0,Male,Married,18,MA+,Non-orthodox Jews,45-54,1,173.1162262,B,194.8499921
242,1,Female,Married,15,BA,Non-orthodox Jews,35-44,1,149.5080566,B,194.850011
198,1,Female,Single,16,MA+,Non-orthodox Jews,35-44,0,NA,M,NA
232,1,Male,Married,13,Post-secondary not academic,Arabs,35-44,1,59.95110321,H,233.8199616
232,0,Female,Married,13,Post-secondary not academic,Arabs,25-29,1,54.49629211,Q,38.96999918
386,1,Male,Married,18,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
386,0,Female,Married,11,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
348,1,Male,Separated,8,Up to secondary,Non-orthodox Jews,65+,0,NA,B,NA
499,1,Female,Widowed,13,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
192,1,Female,Divorced,12,Up to secondary,Non-orthodox Jews,60-64,1,49.04666901,Q,64.94999802
229,1,Female,Married,18,BA,Ultra-orthodox,30-34,1,89.10066986,P,86.60000173
229,0,Male,Married,31,Up to secondary,Ultra-orthodox,35-44,0,NA,NA,NA
304,0,Female,Married,11,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
304,1,Male,Married,10,Up to secondary,Non-orthodox Jews,65+,0,NA,H,NA
243,1,Female,Widowed,12,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
264,0,Female,Married,12,Post-secondary not academic,Non-orthodox Jews,60-64,0,NA,NA,NA
264,1,Male,Married,16,BA,Non-orthodox Jews,65+,0,NA,NA,NA
264,0,Female,Widowed,4,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
356,0,Female,Married,17,BA,Non-orthodox Jews,35-44,1,39.14012909,P,194.8499862
356,1,Male,Married,20,Matriculation,Non-orthodox Jews,35-44,1,75.6407547,O,259.7999832
91,0,Male,Married,18,MA+,Non-orthodox Jews,35-44,0,NA,NA,NA
91,1,Female,Married,21,MA+,Non-orthodox Jews,45-54,1,69.9868927,T,43.30000233
340,1,Male,Married,12,Matriculation,Non-orthodox Jews,45-54,1,47.22700119,B,207.8400048
340,0,Female,Married,19,BA,Non-orthodox Jews,45-54,1,45.76603317,P,173.1999959
